genres,app_name,release_date,tags,id,playtime_forever
"['Massively Multiplayer', 'Racing', 'Simulation', 'Sports']",CarX Drift Racing Online - The Royal Trio,2017,"['Simulation', 'Racing', 'Massively Multiplayer', 'Sports']",752440,0
['Racing'],NASCAR Heat 2 - November Value Pack,2017,['Racing'],747720,0
['Racing'],NASCAR Heat 2 - Free November Toyota Pack,2017,['Racing'],747721,0
['Racing'],NASCAR Heat 2 - November Jumbo Expansion,2017,['Racing'],752630,0
"['Casual', 'Indie']",Keep Rollin!,2017,"['Casual', 'Indie']",742540,0
"['Casual', 'Indie', 'Simulation']",Guppy,2013,"['Indie', 'Casual', 'Simulation', 'Underwater', 'Atmospheric', 'Relaxing']",698500,0
"['Action', 'Casual', 'Indie']",King of the Couch: Zoovival,2017,"['Indie', 'Action', 'Casual', 'Fighting', '4 Player Local', 'Local Multiplayer', 'Funny', 'Multiplayer', '2D Fighter', 'PvP', 'Cartoony', 'Local Co-Op', 'Controller', 'Shooter', 'Great Soundtrack']",724350,0
"['Action', 'Casual', 'Indie']",Stellar Interface - Golden Interface,2017,"['Action', 'Indie', 'Casual']",750150,0
"['Action', 'Adventure', 'Indie', 'Early Access']",AgeOfDarkness,2017,"['Early Access', 'Action', 'Adventure', 'Indie', 'Violent', 'Gore']",718070,0
"['Casual', 'Indie']",Squarism,2017,"['Indie', 'Casual', 'Puzzle']",745030,0
"['Action', 'Adventure']",Eseapner,2017,"['Action', 'Adventure', 'Horror']",740500,0
"['Action', 'Adventure', 'Casual', 'Indie']",The Mammoth: A Cave Painting,2015,"['Adventure', 'Indie', 'Casual', 'Action', 'Free to Play', 'Narration', 'Atmospheric', 'Story Rich', 'Dynamic Narration', 'Philisophical']",751690,0
"['Adventure', 'Casual', 'Indie']",Galaxy Girls - Sara Remembers,2017,"['Adventure', 'Indie', 'Casual', 'Nudity', 'Sexual Content']",576615,0
"['Adventure', 'Casual', 'Indie']",Galaxy Girls - Emilia Sneaks Aboard,2017,"['Nudity', 'Sexual Content', 'Adventure', 'Indie', 'Casual']",576616,0
['Simulation'],TS Marketplace: GWR Large Prairies Lined Liveries Add-on,2017,['Simulation'],623267,0
"['Adventure', 'Indie']",Going Nowhere: The Dream,2017,"['Indie', 'Adventure']",691240,0
"['Adventure', 'RPG']",Moving Day,2017,"['RPG', 'Adventure', 'RPGMaker']",750020,0
"['Action', 'Adventure', 'Free to Play', 'Indie', 'Simulation']",Red Crucible®: Reloaded,2015,"['Free to Play', 'Action', 'Indie', 'Simulation', 'Adventure', 'Multiplayer', 'FPS', 'Shooter', 'Massively Multiplayer', 'Third-Person Shooter', 'First-Person']",732730,0
"['Casual', 'Indie', 'Simulation', 'Strategy']",Flow Handcrafted,2017,"['Strategy', 'Indie', 'Casual', 'Simulation']",747810,0
"['Animation &amp; Modeling', 'Design &amp; Illustration']",Substance Painter 2018,2017,"['Design & Illustration', 'Animation & Modeling']",744570,0
"['Action', 'Indie']",Zombie Bloxx,2017,"['Action', 'Indie', 'Touch-Friendly', 'Zombies', 'Voxel']",713090,0
"['Action', 'Adventure', 'Indie']",White Day - Japanese Uniform - Ji-Min Yoo,2017,"['Action', 'Adventure', 'Indie']",742690,0
"['Action', 'Adventure', 'Indie']",White Day - Japanese Uniform - Sung-A Kim,2017,"['Action', 'Adventure', 'Indie']",742670,0
"['Action', 'Adventure', 'Indie']",White Day - Japanese Uniform - So-Young Han,2017,"['Action', 'Adventure', 'Indie']",742660,0
"['Action', 'Adventure', 'Indie']",White Day - Japanese Uniform - Ji-Hyeon Seol,2017,"['Action', 'Adventure', 'Indie']",742680,0
"['Indie', 'RPG', 'Strategy']",Haque,2017,"['Indie', 'Strategy', 'RPG', 'Rogue-like']",662540,0
"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",VRC PRO off-road track: BUGGYLAND FUENCARRAL Spain,2017,"['Action', 'Indie', 'Casual', 'Simulation', 'Racing', 'Sports']",678732,0
"['Adventure', 'Casual', 'Indie', 'Early Access']",Joumee The Hedgehog,2017,"['Early Access', 'Casual', 'Indie', 'Adventure', 'Platformer', 'Side Scroller', 'Action', 'Cute', '3D Platformer', 'Singleplayer']",673220,0
['RPG'],Reformers-变革者,2017,"['RPG', 'Anime', 'RPGMaker', 'Difficult', 'Local Multiplayer', 'Retro', 'Turn-Based', 'Casual', 'Adventure', 'Hand-drawn', 'Cute', '2D', 'Indie', 'Rogue-lite', 'Atmospheric', 'Story Rich', 'Puzzle']",727830,0
"['Casual', 'Indie', 'Simulation']",Now Man Flies,2017,"['Indie', 'Casual', 'Simulation']",739690,0
"['Action', 'Casual', 'Indie']",Hell Survive,2017,"['Action', 'Indie', 'Casual']",749510,0
['Indie'],3-in-1 Bundle Brain Trainings,2017,['Indie'],743400,0
['Action'],Snake: Road to apple,2017,['Action'],731230,0
"['Casual', 'RPG', 'Simulation', 'Strategy']",Depopulation,2017,"['Strategy', 'RPG', 'Casual', 'Simulation', 'Violent']",718210,0
"['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']",AirMech Wastelands,2017,"['Early Access', 'Action', 'Strategy', 'Indie', 'RPG', 'Co-op', 'Mechs']",595770,0
"['Adventure', 'Simulation', 'Early Access']","Houston, We Have Spinach!",2017,"['Early Access', 'Adventure', 'Simulation']",734870,0
"['Action', 'Casual', 'Indie']",Trigonometry,2017,"['Indie', 'Casual', 'Action', 'Arcade', 'Singleplayer', 'Difficult', '2D', 'Minimalist', 'Atmospheric', 'Runner']",749990,0
['Simulation'],OMSI 2 Add-on Downloadpack Vol. 5 – KI-Menschen,2017,['Simulation'],708172,0
['RPG'],Magilore,2017,"['RPG', 'RPGMaker']",724520,0
"['Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",The Balloonist: Beyond the Clouds.,2017,"['Early Access', 'Adventure', 'RPG', 'Indie', 'Casual']",681380,0
"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",Tank Wars: Anniversary Edition,2017,"['Early Access', 'Strategy', 'Action', 'Indie', 'Casual', 'Simulation']",697950,0
"['Indie', 'Strategy']",Dominions 5 - Warriors of the Faith,2017,"['Indie', 'Strategy', 'Fantasy', 'Turn-Based Strategy', '4X', 'Turn-Based', 'God Game', 'Multiplayer']",722060,0
"['Action', 'Casual', 'Indie']",Boinks,2017,"['Indie', 'Casual', 'Action']",731560,0
['Indie'],Box Looter 2018,2017,['Indie'],746570,0
['RPG'],Elminage ORIGINAL - Priestess of Darkness and The Ring of the Gods,2017,"['RPG', 'Dungeon Crawler']",618710,0
"['Indie', 'Strategy', 'Early Access']",TurretMaster,2017,"['Early Access', 'Strategy', 'Indie']",685570,0
"['Action', 'Adventure', 'Indie']",Ropelike,2017,"['Indie', 'Action', 'Adventure', 'Platformer']",655140,0
"['Action', 'Adventure', 'Indie']",Super Meat Shooter - Artworks,2017,"['Action', 'Adventure', 'Indie']",761230,0
"['Adventure', 'RPG']",Prehistorik 2,1993,"['Adventure', 'RPG', 'Platformer']",749140,0
"['Action', 'Indie']",Super Dungeon Boy,2017,"['Action', 'Indie', 'Platformer', 'Mystery Dungeon', 'Adventure', '2D', 'Singleplayer', 'Retro', 'Atmospheric', 'Replay Value', 'Side Scroller', 'Dungeon Crawler', 'Exploration', 'Pixel Graphics', 'Action-Adventure', 'Controller', 'Fast-Paced', 'Difficult', 'Great Soundtrack']",718180,0
['Simulation'],Fernbus Simulator - Multimedia Package,2017,['Simulation'],602730,0
['Simulation'],Fernbus Simulator - Comfort Class HD,2017,['Simulation'],724420,0
"['Indie', 'Massively Multiplayer', 'Simulation', 'Sports', 'Early Access']",Soccer Simulation,2017,"['Early Access', 'Sports', 'Simulation', 'Massively Multiplayer', 'Indie', 'Football', 'Realistic', 'Soccer']",719970,0
"['Action', 'Casual', 'Indie']",SK8,2017,"['Action', 'Indie', 'Casual']",749130,0
"['Action', 'Casual', 'Indie']",Go! Go! Radio : 8-Bit Edition,2017,"['Action', 'Indie', 'Casual', 'Singleplayer', 'Atmospheric', 'Arcade', 'Difficult', 'Competitive', '2D', 'Minimalist', 'Runner', 'Great Soundtrack', 'Soundtrack', 'Music']",730760,0
"['Action', 'Simulation', 'Strategy']",Subwar 2050,1993,"['Action', 'Simulation', 'Strategy']",752060,0
['Action'],Son of Scoregasm,2017,['Action'],631490,0
"['Action', 'Adventure', 'Indie']",Miles & Kilo,2017,"['Action', 'Adventure', 'Indie', 'Platformer', 'Difficult', 'Pixel Graphics', 'Retro']",669910,0
['Simulation'],Train Simulator: Virgin Trains First Generation Pack Loco Add-On,2017,['Simulation'],562389,0
"['Adventure', 'Casual', 'Indie', 'Strategy']",Shout Of Survival,2017,"['Indie', 'Casual', 'Strategy', 'Adventure', 'Multiplayer', 'Horror', 'Survival Horror', 'Survival', 'Team-Based']",491070,62
"['Indie', 'Simulation', 'Sports', 'Strategy']",Draft Day Sports: Pro Basketball 2018,2017,"['Strategy', 'Indie', 'Simulation', 'Sports']",745530,0
['Action'],Game Tengoku CruisinMix,2017,"['Action', ""Shoot 'Em Up"", 'Anime']",663130,0
"['Indie', 'Simulation']",W4RR-i/o-RS,2017,"['Indie', 'Simulation']",752780,0
"['Action', 'Adventure', 'Indie']",Rush Rover,2017,"['Action', 'Indie', 'Adventure', 'Pixel Graphics', 'Rogue-like', '2D', 'Top-Down Shooter', 'Procedural Generation', 'Great Soundtrack', 'Bullet Hell', 'Dungeon Crawler', ""Shoot 'Em Up"", 'Replay Value', 'Twin Stick Shooter', 'Mechs', 'Shooter', 'Sci-fi', 'Rogue-lite', 'Difficult', 'GameMaker']",438320,0
"['Action', 'Adventure', 'Indie']",Rush Rover - OST,2017,"['Action', 'Adventure', 'Indie']",599910,0
"['Action', 'Simulation', 'Strategy']",Arma 3 Tac-Ops Mission Pack,2017,"['Action', 'Simulation', 'Violent', 'Strategy']",744950,0
"['Action', 'Indie', 'Massively Multiplayer']",Park Bound,2017,"['Action', 'Massively Multiplayer', 'Indie', '3D Platformer', 'Third Person', 'Character Customization', 'Level Editor', 'Online Co-Op', 'Controller', 'Singleplayer', 'Platformer']",611830,0
"['Indie', 'RPG', 'Simulation', 'Sports', 'Strategy', 'Early Access']",Esports Life: Ep.1 - Dreams of Glory,2017,"['Early Access', 'Simulation', 'RPG', 'Sports', 'Indie', 'Strategy']",704830,0
"['Action', 'Indie', 'Racing', 'Sports']",Drive//Shaft,2017,"['Sports', 'Indie', 'Racing', 'Action']",747590,0
"['Action', 'Free to Play', 'Strategy']",Modern Combat,2012,"['Strategy', 'Action', 'Free to Play']",341300,0
"['Casual', 'Indie']",Starship Clicker,2017,"['Indie', 'Casual', 'Clicker']",744590,0
['Indie'],Feed the Animals,2017,['Indie'],749900,0
"['Indie', 'Simulation', 'Strategy']",Slumlord Simulator,2017,"['Indie', 'Simulation', 'Strategy']",746430,0
"['Adventure', 'Casual', 'Indie']",Hidden Object Adventure: Around the World in 80 Days,2017,"['Adventure', 'Indie', 'Casual', 'Hidden Object']",736860,0
"['Casual', 'Indie', 'Strategy']",It's Quiz Time,2017,"['Casual', 'Indie', 'Strategy']",648780,0
"['Action', 'Indie']",Grimrush,2017,"['Action', 'Indie', 'Top-Down Shooter']",704760,0
['Action'],Injustice™ 2,2017,"['Action', 'Fighting', 'Superhero', 'Multiplayer', 'Batman', 'Singleplayer', 'Comic Book', 'Local Multiplayer', 'Heist', '2D Fighter', 'Story Rich']",627270,0
"['Indie', 'RPG', 'Strategy', 'Early Access']",First Feudal,2017,"['Early Access', 'Indie', 'Strategy', 'RPG', 'Base Building', 'Survival']",733460,0
"['Adventure', 'Indie']",Slice of Life,2017,"['Indie', 'Adventure']",693180,0
"['Indie', 'Strategy']",Defend the Cake,2017,"['Strategy', 'Indie', 'Tower Defense', 'Puzzle', 'Family Friendly', 'Singleplayer', 'Cartoony', 'Stylized', 'Cute']",674330,0
['RPG'],Nox Dei,2017,"['RPG', 'RPGMaker']",678940,0
"['Adventure', 'Indie']",The Mystery Room,2017,"['Adventure', 'Indie']",727060,0
"['Simulation', 'Sports']",Dino Dini's Kick Off Revival - Joystick tool,2017,"['Simulation', 'Sports']",751140,0
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Mission 1545,2017,"['Indie', 'Strategy', 'Adventure', 'Casual', 'RPG']",691600,0
"['Adventure', 'Casual']",Christmas Stories: A Christmas Carol Collector's Edition,2017,"['Adventure', 'Casual', 'Hidden Object']",757030,0
['Action'],Call of Duty®: WWII - Call of Duty™ Endowment Bravery Pack,2017,"['Action', 'Gore', 'Violent']",729160,0
"['Action', 'Casual', 'Simulation']",Burger Shop,2007,"['Action', 'Casual', 'Simulation']",730840,0
"['Action', 'Casual', 'Simulation']",Burger Shop 2,2009,"['Casual', 'Simulation', 'Action']",730870,0
['Indie'],Puzzle Chambers,2017,"['Indie', 'Puzzle', 'Mystery', 'Casual', 'Difficult', '2D', 'Pixel Graphics', 'Singleplayer', 'Top-Down', 'Family Friendly', 'Dark Humor', 'Story Rich', 'Atmospheric', 'Great Soundtrack', 'Education', 'Comedy', 'Funny']",740410,0
"['Action', 'Adventure', 'Indie']",Dark Maze,2017,"['Indie', 'Adventure', 'Action', 'Horror', 'Great Soundtrack', 'Singleplayer', 'Silent Protagonist']",756420,0
"['Action', 'Adventure', 'Indie', 'Early Access']",In the thrall of darkness: The gift of dreams,2017,"['Early Access', 'Action', 'Adventure', 'Indie']",760900,0
"['Indie', 'RPG']",Deep Space: Unknown Universe,2017,"['Indie', 'RPG', 'Puzzle', 'Space', 'Exploration']",747090,0
"['Indie', 'Strategy']",Puzzle Tactics,2017,"['Indie', 'Strategy', 'Puzzle', 'Tactical', 'Turn-Based Tactics', 'Singleplayer', '2D', 'Turn-Based', 'Turn-Based Combat', 'Top-Down', 'Minimalist', 'Class-Based', 'Grid-Based Movement', 'Mouse only', 'Turn-Based Strategy']",751200,0
"['Adventure', 'Casual', 'Indie', 'Simulation']",Building Blocks / Master Builder of Egypt,2017,"['Adventure', 'Indie', 'Casual', 'Simulation']",625220,0
"['Action', 'Indie', 'RPG']",Death Rings of Jupiter,2017,"['Action', 'Indie', 'RPG']",691620,0
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",TRANSCEND,2017,"['Early Access', 'Action', 'Adventure', 'RPG', 'Indie', 'Casual', 'Strategy', 'Singleplayer', 'Atmospheric', 'Choices Matter', 'Fantasy', 'Rogue-like', 'Assassin', 'Abstract', '2D', '2D Fighter', 'Strategy RPG', 'Anime', 'Rome', 'Blood']",760860,0
"['Adventure', 'Casual']",Fight desserts,2017,"['Adventure', 'Casual']",750900,0
"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']",Clicker Heroes: Unicorn Auto Clicker,2017,"['Strategy', 'Adventure', 'RPG', 'Indie', 'Casual', 'Simulation', 'Free to Play']",702750,0
"['Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",Secondhand Lands,2007,"['Free to Play', 'Massively Multiplayer', 'Adventure', 'RPG', 'Casual']",675230,0
"['Casual', 'Indie']",Plandzz 2,2017,"['Casual', 'Indie']",749570,0
"['Action', 'Indie']",Thundering Skies,2015,"['Action', 'Indie']",725660,0
"['Casual', 'Indie', 'Strategy']",MyTD 我的塔防,2017,"['Indie', 'Strategy', 'Casual', 'Tower Defense']",749870,0
"['Action', 'Adventure', 'Casual', 'Indie']",Your Bunny Wrote,2017,"['Action', 'Adventure', 'Indie', 'Casual']",756440,0
"['Adventure', 'Indie', 'RPG', 'Early Access']",Project 5: Sightseer,2017,"['Early Access', 'Adventure', 'Indie', 'RPG']",655780,0
"['Adventure', 'Casual']",Grim Tales: The Wishes Collector's Edition,2017,"['Adventure', 'Casual']",758580,0
"['Casual', 'Indie', 'Simulation']",Dark Empire,2017,"['Indie', 'Casual', 'Simulation']",681030,0
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",Gangs of Space - Yogscast Jingle Jam 2017,2017,"['Action', 'Free to Play', 'RPG', 'Massively Multiplayer', 'Indie']",738630,0
"['Adventure', 'RPG']",Star Wars: Imperial Assault - Legends of the Alliance,2017,"['RPG', 'Adventure', 'Board Game', 'Co-op']",703980,0
"['Indie', 'Simulation', 'Strategy']",Hyper Knights: Battles,2017,"['Simulation', 'Strategy', 'Indie', 'Fantasy', 'War', 'Medieval', 'Funny', 'Sandbox']",747310,0
['Indie'],6-in-1 IQ Scale Bundle,2017,['Indie'],755940,0
"['Casual', 'Indie']",Yashik,2017,"['Indie', 'Casual']",754800,0
"['Free to Play', 'Indie', 'Simulation']",Freddy Fazbear's Pizzeria Simulator,2017,"['Free to Play', 'Horror', 'Singleplayer', 'Simulation', 'Robots', 'Survival Horror', 'Indie', 'Difficult', 'Psychological Horror', 'Funny', 'First-Person', 'Management', 'Pixel Graphics', 'Strategy', 'Story Rich', 'Retro', 'Memes', 'Atmospheric', 'Adventure', 'Family Friendly']",738060,0
"['Adventure', 'Casual', 'Indie', 'Simulation']",Reef Shot,2012,"['Adventure', 'Indie', 'Casual', 'Simulation', 'Underwater']",298380,0
"['Adventure', 'Casual', 'Indie', 'Simulation']",Reef Shot - Soundtrack,2012,"['Adventure', 'Indie', 'Casual', 'Simulation']",755160,0
"['Casual', 'Strategy']",Stacker,2017,"['Strategy', 'Casual']",749430,0
"['Adventure', 'Indie', 'RPG', 'Early Access']",Meriwether: An American Epic,2017,"['Early Access', 'Adventure', 'RPG', 'Indie']",566690,0
['Indie'],Truth: Disorder,2017,"['Indie', 'Visual Novel', 'Anime']",755350,0
"['Indie', 'Simulation']",Restaurant Tycoon,2017,"['Simulation', 'Indie']",753670,0
"['Adventure', 'Casual', 'Simulation', 'Strategy']",Roads of Rome: New Generation,2017,"['Strategy', 'Adventure', 'Casual', 'Simulation']",573760,0
"['Adventure', 'Indie', 'RPG', 'Strategy']",CG the Seven Virus Knights,2017,"['RPG', 'Indie', 'Adventure', 'Strategy', 'Turn-Based', 'Exploration', 'Action-Adventure', 'JRPG', 'Strategy RPG', 'Satire', 'Comedy', 'Funny', 'Cartoon', 'Parody', 'Dark Humor', 'Memes']",753240,0
"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Strategy']",Chicken Farm 2K17,2017,"['Free to Play', 'Indie', 'Casual', 'Strategy', 'Simulation', 'Clicker']",746910,0
"['Action', 'Casual', 'Indie', 'Simulation', 'Early Access']",Pterodalien,2017,"['Early Access', 'Action', 'Indie', 'Casual', 'Simulation', '2D']",741080,0
"['Action', 'Indie']",Conduct DELUXE!,2017,"['Indie', 'Action', 'Arcade', 'Trains', 'Isometric', 'Level Editor', 'Singleplayer', 'Real-Time', 'Strategy', 'Difficult', 'Retro', 'Steam Machine', 'Management', 'Time Travel', 'Funny', 'Capitalism']",737870,0
"['Simulation', 'Strategy']","Cities: Skylines - Carols, Candles and Candy",2017,"['Strategy', 'Simulation']",715192,0
"['Simulation', 'Strategy']",Field of Glory II: Immortal Fire,2017,"['Strategy', 'Simulation']",737740,0
"['Simulation', 'Strategy']",Cities: Skylines - All That Jazz,2017,"['Strategy', 'Simulation']",715193,0
"['Action', 'Early Access']",Epic Snails,2017,"['Early Access', 'Action']",607460,0
"['Action', 'Indie']",Boiling Bolt,2017,"['Action', 'Indie', ""Shoot 'Em Up"", 'Shooter', 'Difficult', 'Top-Down Shooter']",462250,0
"['Action', 'Adventure', 'Indie', 'Strategy']",Wild RTS,2017,"['Action', 'Strategy', 'Adventure', 'Indie']",753140,0
['Indie'],Dr. Fizzgigious' Fantabulous Carbon Dating Simulacrum,2017,['Indie'],711500,0
"['Indie', 'Simulation']",Euro Truck Simulator 2 - Italia,2017,"['Simulation', 'Driving', 'Realistic', 'Open World', 'Indie', 'Multiplayer', 'Singleplayer', 'Relaxing', 'Free to Play']",558244,0
"['Adventure', 'Casual', 'Indie']",SeaBed,2017,"['Visual Novel', 'Indie', 'Casual', 'Female Protagonist', 'Adventure', 'Anime', 'Romance', 'Cute', 'Mystery', 'Sexual Content']",583090,0
"['Action', 'RPG']",Nine Parchments,2017,"['Action', 'RPG', 'Magic', 'Co-op', 'Online Co-Op', 'Local Co-Op', 'Multiplayer', 'Fantasy']",471550,0
"['Action', 'Adventure', 'Indie', 'Early Access']",Robbie Swifthand and the Orb of Mysteries,2017,"['Early Access', 'Action', 'Adventure', 'Indie', 'Platformer', 'Great Soundtrack', '2D', 'Funny', 'Atmospheric', 'Singleplayer', 'Puzzle-Platformer', '2.5D', 'Character Action Game', 'Action-Adventure', 'Difficult']",718010,0
['Action'],Oh My Godheads,2017,"['Action', '4 Player Local', 'Colorful', 'Local Co-Op', 'Multiplayer', 'Singleplayer', 'Casual', 'Family Friendly', 'Cute', 'Comedy', 'Third Person', 'Great Soundtrack', 'Fighting', 'Funny', 'Local Multiplayer', 'Co-op', 'Indie', 'Fast-Paced', 'Competitive', 'PvP']",522740,0
"['Action', 'Casual', 'Indie', 'Simulation']",Fart Simulator 2018,2017,"['Indie', 'Casual', 'Action', 'Simulation']",719080,0
"['Action', 'RPG']",The Surge: A Walk in the Park DLC,2017,"['Action', 'RPG', 'Violent']",702990,0
"['Action', 'Adventure', 'Casual', 'Massively Multiplayer']",DRAGON BALL XENOVERSE 2 - Extra Pack Set,2017,"['Adventure', 'Casual', 'Action', 'Massively Multiplayer']",739280,0
"['Action', 'Adventure', 'Indie', 'Early Access']",NEVRDEAD,2017,"['Early Access', 'Action', 'Adventure', 'Indie']",681000,0
['Strategy'],Romance of the Three Kingdoms X with Power Up Kit / 三國志X with パワーアップキット,2017,['Strategy'],628060,0
['Strategy'],NOBUNAGA’S AMBITION: Soutenroku with Power Up Kit / 信長の野望・蒼天録 with パワーアップキット,2017,['Strategy'],628130,0
['Action'],Marvel vs. Capcom: Infinite - Gamora Classic Costume,2017,['Action'],721130,0
['Action'],Marvel vs. Capcom: Infinite - Ultron Conquest Costume,2017,['Action'],721119,0
['Action'],Marvel vs. Capcom: Infinite - Superior Spider-Man  Costume,2017,['Action'],721107,0
['Action'],Marvel vs. Capcom: Infinite - Thanos Annihilation Costume,2017,['Action'],721118,0
['Action'],Marvel vs. Capcom: Infinite - Nova Prime Costume,2017,['Action'],721114,0
['Action'],Marvel vs. Capcom: Infinite - Space Suit Costume,2017,['Action'],721113,0
['Action'],Marvel vs. Capcom: Infinite - Winter Soldier,2017,['Action'],721102,0
['Action'],Marvel vs. Capcom: Infinite - Black Widow,2017,['Action'],721103,0
['Action'],Marvel vs. Capcom: Infinite - Venom,2017,['Action'],721100,0
"['Adventure', 'Casual', 'Indie', 'Simulation']",Amazeing Lemons,2017,"['Indie', 'Casual', 'Adventure', 'Simulation']",754400,0
"['Adventure', 'Free to Play', 'Indie', 'Strategy', 'Early Access']",Black Survival,2017,"['Early Access', 'Free to Play', 'Indie', 'Adventure', 'Strategy', 'Survival', 'Anime', 'Multiplayer']",690510,0
"['Audio Production', 'Utilities', 'Video Production']",Zoom Player 14 : Steam Edition,2017,"['Utilities', 'Video Production', 'Audio Production']",746700,0
"['Action', 'Adventure', 'Casual', 'Indie']",Africa Hunting,2017,"['Indie', 'Action', 'Adventure', 'Casual']",758470,0
['Simulation'],OMSI 2 Add-On Luzern - Linie 24,2017,['Simulation'],604070,0
"['Casual', 'Indie', 'Simulation']",All Cows In,2017,"['Indie', 'Casual', 'Simulation']",703800,0
"['Casual', 'Indie', 'Racing']",Lawnmower Game 2: Drifter,2017,"['Indie', 'Casual', 'Racing']",749550,0
"['Action', 'Casual', 'Indie']",Raining Coins,2015,"['Indie', 'Action', 'Casual']",755240,0
"['Action', 'Adventure', 'Indie']",Reginald Does His Thang,2017,"['Action', 'Adventure', 'Indie', 'Platformer', '2D', 'Pixel Graphics']",708870,0
['Simulation'],Train Simulator: Corris Railway Expansion Pack Loco Add-On,2017,['Simulation'],562380,0
"['Adventure', 'Casual', 'Early Access']",Ylands,2017,"['Early Access', 'Survival', 'Multiplayer', 'Sandbox', 'Adventure', 'Open World', 'Casual', 'Crafting', 'Co-op', 'Building', 'Singleplayer', 'Indie', 'Free to Play']",298610,0
"['Adventure', 'Casual', 'Simulation', 'Strategy']",Adelantado Trilogy. Book Three,2017,"['Strategy', 'Adventure', 'Casual', 'Simulation']",573690,0
"['Action', 'RPG']",汉匈决战/Gloria Sinica: Han Xiongnu Wars,2017,"['Action', 'RPG', 'Historical', 'Sandbox', 'Strategy']",688470,0
"['Adventure', 'Casual', 'Simulation', 'Strategy']",Viking Saga: Epic Adventure,2017,"['Adventure', 'Casual', 'Simulation', 'Strategy']",573720,0
['Simulation'],Train Simulator: Canadian National Peace River Route Add-On,2017,['Simulation'],621926,0
"['Action', 'Casual', 'RPG', 'Strategy']",Heroes of Myths - Warriors of Gods,2017,"['Action', 'Casual', 'Strategy', 'RPG']",680100,0
"['Indie', 'RPG']",Yōdanji,2017,"['Indie', 'RPG', 'Rogue-like']",736710,0
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",Sugy the Christmas elf,2017,"['Adventure', 'Indie', 'Casual', 'Simulation', 'RPG', 'RPGMaker']",748130,0
"['Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",CrazyCar - Images and Music,2017,"['Adventure', 'Indie', 'Casual', 'Simulation', 'Racing', 'Sports']",764950,0
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",The adventure of Kroos,2017,"['Early Access', 'Action', 'Adventure', 'RPG', 'Indie']",747330,0
"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",This Is Not A Jumping Game,2017,"['Early Access', 'Action', 'Adventure', 'Indie', 'Casual']",745890,0
"['Casual', 'Indie']",Sounds of Music,2017,"['Indie', 'Casual']",752880,0
['Indie'],LongStory,2017,"['Indie', 'Visual Novel']",704010,0
"['Casual', 'Indie', 'Simulation']",Reigns: Her Majesty,2017,"['Casual', 'Indie', 'Simulation', 'Female Protagonist', 'Choices Matter']",717640,0
['Indie'],Puzzle Blocks,2017,"['Indie', 'Puzzle']",747980,0
"['Indie', 'Simulation']",Opus Magnum,2017,"['Indie', 'Simulation', 'Puzzle', 'Programming']",558990,0
"['RPG', 'Strategy']",SpellForce 3,2017,"['RPG', 'Strategy', 'Fantasy', 'RTS', 'Singleplayer', 'Multiplayer', 'Atmospheric', 'Great Soundtrack', 'Open World', 'Co-op', 'Adventure']",311290,0
"['RPG', 'Strategy']",SpellForce 3 Digital Extras,2017,"['Strategy', 'RPG']",732890,0
"['Action', 'Indie', 'Strategy']",Gunlock,2017,"['Action', 'Indie', 'Strategy', 'Pixel Graphics', 'Arcade', 'Great Soundtrack']",750450,0
"['Action', 'Indie', 'Strategy']",Formata,2017,"['Strategy', 'Action', 'Indie', 'War', 'RTS', 'Multiplayer', 'Medieval', 'Tactical', 'Military', 'Great Soundtrack', 'Robots', 'Wargame', 'Naval', 'Rome', 'Alternate History', 'Atmospheric', 'Difficult']",580040,0
"['Casual', 'Indie', 'Early Access']",Factorybelts 2,2017,"['Early Access', 'Indie', 'Casual']",755530,0
"['Action', 'Indie', 'Strategy']",Bubble Struggle: Adventures,2017,"['Action', 'Indie', 'Strategy']",764970,0
"['Racing', 'Simulation']",The IL Tempo Game,2017,"['Simulation', 'Racing']",680370,0
['Indie'],Phantom Jump,2017,"['Indie', 'Platformer', 'Difficult', '2D']",701440,0
"['Action', 'Indie', 'Simulation', 'Strategy']",Azure Sky Project,2017,"['Indie', 'Action', 'Strategy', 'Simulation', 'Tactical', 'Shooter', '2D', 'Difficult', 'Military', 'Funny']",712650,0
"['Adventure', 'Indie']",Stand by you,2017,"['Indie', 'Adventure', 'Visual Novel', 'Anime']",743940,0
